,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
31,150,-,-,-,-,-,975,420.80,649.90,3000,10850.00,29550,77.95,-,-,-,-,-,-,-,-
32,51075,3825,179,33.06,473.85,5.80,75,472.15,475.90,150,10900.00,75,191.45,192.35,750,-10.45,191.60,37.67,2270,27225,656625
33,225,-,-,-,-,-,75,398.90,583.85,75,10950.00,150,204.10,209.00,75,-13.35,206.95,37.41,17,825,1425
34,461550,-3450,1038,32.70,404.45,-5.80,75,407.20,410.45,75,11000.00,75,225.10,225.60,150,-13.05,225.40,37.19,13301,93750,2965575
35,600,75,2,31.18,364.05,-12.10,150,365.15,380.95,75,11050.00,375,240.85,242.70,75,-17.55,240.00,36.94,181,3225,10725
36,110325,8025,969,32.06,343.30,-4.10,150,342.10,346.30,75,11100.00,300,260.40,261.45,75,-13.60,262.70,36.42,5168,77100,615075
37,13875,900,152,31.20,319.55,2.55,150,314.80,319.15,75,11150.00,150,280.30,283.80,75,-13.90,283.30,36.48,201,3150,14175
38,532725,176025,10121,31.80,290.00,-2.85,150,289.20,290.00,75,11200.00,150,302.25,303.55,300,-13.70,304.95,35.82,7302,39975,921150
39,24900,3300,382,31.69,263.00,-2.55,150,261.25,263.75,75,11250.00,75,323.85,331.85,225,-5.15,330.55,35.29,191,-1125,7050
40,848625,155250,10232,30.96,235.20,-7.10,75,235.50,236.10,150,11300.00,75,347.95,349.80,150,-13.15,352.80,34.94,5129,-15225,900000
41,25275,1575,189,30.93,212.35,-6.05,225,213.10,214.55,150,11350.00,75,374.30,389.00,75,-20.50,374.55,34.87,37,-75,4950
42,454125,39825,5031,30.42,189.05,-8.50,150,190.20,190.85,150,11400.00,75,402.10,405.35,150,-20.20,400.00,34.68,1931,-30450,503625
43,17925,-750,75,30.28,168.50,-8.70,150,169.90,172.80,150,11450.00,75,428.75,441.10,75,-10.30,441.90,35.71,14,-75,8100
44,1429350,233775,13067,30.29,152.90,-7.20,225,153.35,153.80,225,11500.00,600,464.80,469.05,75,-14.05,467.50,34.66,3937,120000,1601625
45,21150,2550,143,29.57,133.20,-7.60,225,132.80,135.60,525,11550.00,150,486.70,517.20,150,-,-,-,-,-,9000
46,668625,44550,5997,29.69,118.10,-8.60,75,117.80,118.10,75,11600.00,75,525.30,530.30,375,-14.05,531.00,33.24,1090,-33900,507225
47,24750,2475,168,29.47,102.15,-7.75,225,101.50,103.90,375,11650.00,150,557.70,570.20,75,-16.95,571.00,35.08,2,-75,14025
48,1419825,83400,10338,29.14,89.75,-8.00,300,89.55,89.85,75,11700.00,150,595.00,598.95,75,-15.55,602.00,33.53,1984,-12000,1144950
49,36300,-825,225,29.03,78.15,-5.95,75,77.40,78.45,150,11750.00,150,631.80,641.10,75,-19.10,644.10,34.99,1,-,10500
50,1380375,146850,9295,28.77,66.75,-6.85,150,66.40,66.90,450,11800.00,75,672.85,675.80,750,-21.25,678.90,33.65,4895,-124200,1022025
51,20700,450,231,28.70,57.75,-6.30,225,57.30,57.90,75,11850.00,150,710.70,718.95,75,-,-,-,-,-,3600
52,725850,-11025,5884,28.41,48.00,-7.00,75,48.45,48.70,225,11900.00,75,752.45,759.10,75,-11.30,770.20,36.33,82,-2400,93675
53,12450,-1875,117,28.15,40.20,-5.95,75,41.75,42.15,225,11950.00,225,791.70,804.80,75,91.65,790.80,32.93,4,-225,3675
54,3062775,52575,13929,28.30,35.75,-5.85,75,35.55,35.80,150,12000.00,75,837.30,841.85,150,-20.50,842.40,33.83,2882,64425,576150
55,300,-,-,-,-,-,47400,3.45,-,-,12050.00,1050,820.85,1026.05,4950,-,-,-,-,-,-
56,544950,11625,3717,28.18,25.25,-3.85,225,25.15,25.40,225,12100.00,75,928.40,936.40,75,-17.25,933.15,35.65,8,-150,11625
57,600,-,-,-,-,-,32400,3.20,-,-,12150.00,1050,914.05,1113.55,4950,-,-,-,-,-,-
58,733800,-6150,3188,28.25,18.50,-2.50,150,18.55,18.75,225,12200.00,75,1019.45,1027.00,75,2.20,1041.20,39.90,11,-300,37725
59,-,-,-,-,-,-,27675,3.10,-,-,12250.00,1050,1006.95,1227.60,4950,-,-,-,-,-,-
60,583875,-15225,2436,28.48,13.45,-1.50,225,13.50,13.70,150,12300.00,300,1113.40,1125.85,150,-26.15,1120.00,37.96,1,-,1800
61,-,-,-,-,-,-,14625,3.05,-,-,12350.00,1050,1107.35,1339.95,4950,-,-,-,-,-,-
62,311400,1575,1766,28.68,10.20,-0.60,75,10.15,10.30,225,12400.00,75,1207.90,1217.45,75,46.00,1225.00,41.59,2,-,6225
63,225,-,-,-,-,-,14700,3.05,-,-,12450.00,975,1200.45,1439.10,4950,-,-,-,-,-,-
64,2077425,56175,5390,29.66,8.50,-0.40,375,8.45,8.60,675,12500.00,75,1305.35,1311.50,150,-18.95,1312.35,39.37,254,75,516825
65,-,-,-,-,-,-,9375,3.05,-,-,12550.00,975,1292.60,1551.20,4950,-,-,-,-,-,-
66,679650,-1275,1301,29.88,6.15,-0.30,225,6.10,6.20,375,12600.00,75,1400.35,1420.35,225,-,-,-,-,-,1350
67,-,-,-,-,-,-,9375,3.05,-,-,12650.00,75,1385.20,1657.55,4950,-,-,-,-,-,-
68,322200,-13650,909,30.85,5.40,-0.65,225,5.25,5.40,75,12700.00,75,1499.65,1521.55,1200,80.85,1517.00,46.66,2,-,2925
69,-,-,-,-,-,-,5175,3.05,-,-,12750.00,375,1478.40,1773.30,4950,-,-,-,-,-,-
70,283425,-7500,338,32.49,5.35,-0.30,150,5.20,5.35,75,12800.00,75,1600.25,1612.70,75,-,-,-,-,-,5250
71,-,-,-,-,-,-,1200,3.05,-,-,12850.00,375,1571.55,1885.65,4950,-,-,-,-,-,-
72,118725,1725,119,33.66,4.90,-0.15,450,4.65,4.85,75,12900.00,75,1698.05,1720.80,75,-,-,-,-,-,1050
73,2775,-,-,-,-,-,600,3.05,-,-,12950.00,375,1664.35,1998.00,4950,-,-,-,-,-,-
74,1018800,25125,1352,34.69,4.50,-0.20,300,4.40,4.50,675,13000.00,75,1799.40,1806.60,75,-11.15,1809.90,50.02,325,-19875,481050
75,-,-,-,-,-,-,300,1.40,-,-,13050.00,375,1757.70,2104.35,4950,-,-,-,-,-,-
76,61050,75,31,35.56,3.85,0.30,300,3.40,4.25,75,13100.00,75,1895.75,1919.60,75,-,-,-,-,-,-
77,-,-,-,-,-,-,300,1.30,-,-,13150.00,75,1849.15,2216.10,75,-,-,-,-,-,-
78,29025,525,63,37.24,4.00,-0.20,150,3.60,4.05,75,13200.00,75,1995.90,2007.30,150,-,-,-,-,-,2025
79,-,-,-,-,-,-,300,1.30,-,-,13250.00,75,1942.10,2328.45,150,-,-,-,-,-,-
80,50775,3075,95,38.03,3.50,-0.35,75,3.35,3.55,375,13300.00,75,2093.95,2118.80,75,-,-,-,-,-,2850
