,name,curprice,pcr,resistance,support,CallChngInLTP,PutChngInLTP,CoiMaxAdd,CoiMaxExit,callprob,putprob
213,BANKNIFTY_02-01-2019_11:00.csv,27366.05,1.1259996626448645,"27500.0,27400.0,27600.0,27700.0,","27000.0,27200.0,27300.0,27100.0,","-22.46,-15.97,-33.81,-45.0,","8.28,-0.8,-2.98,2.62,","27500.0,27400.0,27300.0,27000.0,","27000.0,27900.0,26000.0,26400.0,","53.85,50.97,56.88,59.92,","59.74,54.93,52.03,57.5,"
214,BANKNIFTY_02-01-2019_11:30.csv,27358.5,1.142468359060648,"27500.0,27400.0,27700.0,27600.0,","27000.0,27200.0,27300.0,27100.0,","-40.47,-28.51,-77.22,-58.98,","10.1,4.08,1.07,7.58,","27500.0,27400.0,27300.0,27000.0,","27000.0,27900.0,26000.0,26100.0,","54.03,51.16,60.13,57.08,","59.69,54.87,51.9,57.49,"
215,BANKNIFTY_02-01-2019_12:00.csv,27381.9,1.1350569448442729,"27500.0,27400.0,27600.0,27700.0,","27000.0,27200.0,27300.0,27100.0,","-25.52,-17.29,-37.91,-53.0,","2.99,-4.64,-5.76,-1.0,","27500.0,27400.0,27300.0,27000.0,","27000.0,27100.0,26000.0,26100.0,","53.52,50.54,56.65,59.81,","60.05,55.35,52.52,57.89,"
216,BANKNIFTY_02-01-2019_12:17.csv,27385.25,1.1246128603649397,"27500.0,27400.0,27600.0,27700.0,","27000.0,27200.0,27300.0,27100.0,","-30.42,-20.46,-44.47,-60.3,","6.2,1.14,-0.8,4.2,","27500.0,27400.0,27300.0,27000.0,","27000.0,27100.0,26000.0,26100.0,","53.55,50.46,56.75,59.95,","59.89,55.24,52.47,57.71,"
217,BANKNIFTY_02-01-2019_12:30.csv,27283.65,1.0535105793315391,"27500.0,27400.0,27600.0,27700.0,","27000.0,27200.0,27100.0,26500.0,","-97.05,-79.64,-127.07,-149.22,","31.93,31.09,32.28,10.48,","27500.0,27400.0,27300.0,27000.0,","27000.0,27100.0,26000.0,26100.0,","56.78,53.67,59.97,63.19,","57.32,52.36,54.98,65.58,"
218,BANKNIFTY_02-01-2019_13:00.csv,27237.55,0.866337699850508,"27500.0,27400.0,27600.0,27300.0,","27000.0,27100.0,27200.0,26500.0,","-172.25,-147.27,-206.27,-118.87,","39.39,43.67,43.66,-4.44,","27400.0,27500.0,27000.0,26900.0,","27000.0,28200.0,26000.0,26100.0,","57.58,54.86,60.23,51.95,","57.25,54.27,51.18,67.06,"
219,BANKNIFTY_02-01-2019_13:30.csv,27179.8,0.8042127685934725,"27500.0,27400.0,27300.0,27600.0,","27000.0,26900.0,26500.0,27100.0,","-266.13,-220.89,-180.56,-313.24,","54.6,45.26,3.09,57.72,","27400.0,27500.0,26900.0,27000.0,","27000.0,28200.0,26000.0,27500.0,","59.74,56.93,53.99,62.48,","55.26,58.17,65.67,52.34,"
220,BANKNIFTY_02-01-2019_14:00.csv,27138.65,0.7064488780873792,"27500.0,27400.0,27300.0,27200.0,","27000.0,26800.0,26500.0,26900.0,","-334.94,-291.36,-244.09,-196.81,","61.62,40.86,12.15,53.91,","27500.0,27400.0,26800.0,26500.0,","28000.0,28200.0,26000.0,27100.0,","60.14,57.66,55.01,52.01,","54.21,60.16,65.91,57.18,"
221,BANKNIFTY_02-01-2019_14:30.csv,27114.0,0.6832993118736433,"27500.0,27300.0,27400.0,27200.0,","27000.0,26500.0,26900.0,26800.0,","-401.39,-291.48,-344.76,-241.11,","66.81,13.76,60.75,49.66,","27500.0,27300.0,26700.0,26800.0,","28000.0,28200.0,27200.0,26000.0,","60.89,55.73,58.42,52.78,","53.5,65.42,56.52,59.42,"
222,BANKNIFTY_02-01-2019_15:00.csv,27213.4,0.7429217982333836,"27500.0,27400.0,27300.0,27600.0,","27000.0,26500.0,27200.0,26800.0,","-248.46,-206.54,-163.48,-294.39,","42.02,-25.33,45.11,13.39,","27500.0,27400.0,27000.0,26800.0,","28000.0,28200.0,27200.0,27300.0,","58.24,55.57,52.71,60.81,","56.91,67.96,50.45,62.74,"
223,BANKNIFTY_02-01-2019_15:32.csv,27162.3,0.7590166740393144,"27500.0,27400.0,27300.0,27700.0,","27000.0,26500.0,26800.0,26900.0,","-464.06,-333.23,-258.33,-762.16,","50.06,-54.1,24.4,42.01,","27500.0,27300.0,26700.0,26800.0,","28000.0,28200.0,27100.0,27200.0,","60.59,57.66,54.63,66.15,","55.33,67.37,61.21,58.37,"
224,BANKNIFTY_02-01-2019_23:42.csv,27174.7,0.7515904271432899,"27500.0,27400.0,27300.0,27700.0,","27000.0,26500.0,26800.0,26900.0,","-464.06,-333.23,-258.33,-762.16,","50.06,-54.1,24.4,42.01,","27500.0,27300.0,26700.0,26800.0,","28000.0,28200.0,27100.0,27200.0,","55.34,53.45,51.77,59.97,","57.9,66.5,62.48,60.43,"
225,BANKNIFTY_02-01-2019_23:47.csv,27174.7,0.7515904271432899,"27500.0,27400.0,27300.0,27700.0,","27000.0,26500.0,26800.0,26900.0,","-464.06,-333.23,-258.33,-762.16,","50.06,-54.1,24.4,42.01,","27500.0,27300.0,26700.0,26800.0,","28000.0,28200.0,27100.0,27200.0,","55.34,53.45,51.77,59.97,","57.9,66.5,62.48,60.43,"
226,BANKNIFTY_03-01-2019_09:00.csv,27174.7,0.7515904271432899,"27500.0,27400.0,27300.0,27700.0,","27000.0,26500.0,26800.0,26900.0,","-464.06,-333.23,-258.33,-762.16,","50.06,-54.1,24.4,42.01,","27500.0,27300.0,26700.0,26800.0,","28000.0,28200.0,27100.0,27200.0,","55.34,53.45,51.77,59.97,","57.9,66.5,62.48,60.43,"
227,BANKNIFTY_03-01-2019_09:30.csv,27079.65,0.7372555070347233,"27500.0,27300.0,27400.0,27200.0,","27000.0,26800.0,26900.0,26500.0,","-548.39,-184.99,-320.83,-105.95,","4.52,-96.64,-25.95,-572.73,","27300.0,27500.0,26800.0,26900.0,","27700.0,27900.0,27200.0,27400.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
228,BANKNIFTY_03-01-2019_10:00.csv,27135.3,0.6774377446966671,"27500.0,27300.0,27600.0,27400.0,","27000.0,26900.0,26800.0,26700.0,","-548.39,-117.96,-1392.86,-255.28,","-59.02,-122.27,-253.01,-488.89,","27300.0,27600.0,26900.0,27000.0,","27700.0,27900.0,26000.0,27600.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
229,BANKNIFTY_03-01-2019_10:22.csv,27162.7,0.7015998903173415,"27500.0,27300.0,27400.0,27600.0,","27000.0,26900.0,26800.0,26700.0,","-528.12,-106.85,-246.57,-1293.33,","-83.06,-182.89,-396.61,-835.29,","27300.0,27500.0,27000.0,26900.0,","27700.0,27900.0,26000.0,26400.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
230,BANKNIFTY_03-01-2019_10:26.csv,27158.15,0.6975011453629164,"27500.0,27300.0,27400.0,27600.0,","27000.0,26900.0,26800.0,26700.0,","-570.0,-115.96,-264.43,-1507.69,","-84.93,-182.89,-388.33,-835.29,","27300.0,27500.0,27000.0,26900.0,","27700.0,28500.0,26000.0,26400.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
231,BANKNIFTY_03-01-2019_10:30.csv,27146.75,0.6968033126509807,"27500.0,27300.0,27400.0,27600.0,","27000.0,26900.0,26800.0,26700.0,","-644.44,-133.07,-308.67,-1392.86,","-71.32,-159.31,-357.81,-783.33,","27300.0,27500.0,27000.0,26900.0,","27700.0,27900.0,26000.0,26400.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
232,BANKNIFTY_03-01-2019_10:47.csv,27091.75,0.6483175897070933,"27500.0,27300.0,27400.0,27600.0,","27000.0,26900.0,26800.0,26700.0,","-1240.0,-320.36,-652.13,-2512.5,","-17.92,-67.94,-190.1,-430.0,","27300.0,27500.0,26900.0,27000.0,","27700.0,27900.0,26000.0,27300.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
233,BANKNIFTY_03-01-2019_11:00.csv,27060.85,0.6177512586239046,"27500.0,27300.0,27400.0,27600.0,","27000.0,26900.0,26800.0,26700.0,","-1446.15,-380.41,-751.81,-2512.5,","-5.58,-48.6,-171.3,-448.28,","27300.0,27500.0,26900.0,26800.0,","27700.0,27900.0,27300.0,26000.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
234,BANKNIFTY_03-01-2019_11:30.csv,27074.5,0.6026270114596394,"27500.0,27300.0,27400.0,27200.0,","27000.0,26900.0,26800.0,26700.0,","-2015.79,-402.99,-855.41,-220.21,","-13.5,-65.31,-208.42,-511.54,","27300.0,27500.0,26900.0,26800.0,","27700.0,27900.0,27300.0,27400.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
235,BANKNIFTY_03-01-2019_12:00.csv,27005.6,0.5518618746834436,"27300.0,27500.0,27200.0,27400.0,","27000.0,26800.0,26900.0,26700.0,","-1077.0,-3554.55,-584.98,-2042.42,","16.39,-128.91,-21.05,-381.82,","27300.0,27200.0,26800.0,26900.0,","27900.0,27700.0,27300.0,27400.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
236,BANKNIFTY_03-01-2019_12:30.csv,27001.95,0.5274868541132501,"27300.0,27500.0,27200.0,27400.0,","27000.0,26900.0,26800.0,26700.0,","-1710.77,-3920.0,-884.21,-3113.64,","19.29,-26.86,-154.78,-381.82,","27300.0,27200.0,26900.0,26800.0,","27900.0,27700.0,27300.0,27400.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
237,BANKNIFTY_03-01-2019_13:00.csv,27016.75,0.5333711950715295,"27300.0,27500.0,27200.0,27400.0,","27000.0,26900.0,26800.0,26700.0,","-1829.51,-4925.0,-803.38,-3827.78,","-4.85,-84.32,-318.57,-736.84,","27300.0,27200.0,26900.0,26800.0,","27900.0,27700.0,27300.0,27400.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
238,BANKNIFTY_03-01-2019_13:30.csv,27056.15,0.5365980003621075,"27300.0,27500.0,27200.0,27400.0,","27000.0,26900.0,26800.0,26700.0,","-2079.63,-5642.86,-900.0,-4318.75,","-46.45,-197.19,-632.5,-1887.5,","27300.0,27200.0,26900.0,26800.0,","27900.0,27700.0,27300.0,27400.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
239,BANKNIFTY_03-01-2019_14:00.csv,27015.1,0.4766724681069287,"27300.0,27200.0,27500.0,27100.0,","26900.0,26800.0,27000.0,26700.0,","-5017.39,-2533.8,-7940.0,-1001.15,","-252.67,-845.16,-52.61,-1887.5,","27100.0,27200.0,26900.0,26800.0,","27700.0,27900.0,27300.0,27200.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
240,BANKNIFTY_03-01-2019_14:30.csv,26978.9,0.4852553867714407,"27200.0,27300.0,27100.0,27500.0,","26900.0,26800.0,26700.0,26500.0,","-10288.89,-16714.29,-3434.57,-13300.0,","-172.68,-946.43,-1490.0,-3600.0,","27100.0,27200.0,26900.0,26800.0,","27700.0,27900.0,27200.0,27300.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
241,BANKNIFTY_03-01-2019_15:00.csv,27015.2,0.4960155683579878,"27100.0,27200.0,27300.0,27500.0,","26900.0,26800.0,27000.0,26700.0,","-10125.0,-37300.0,-58750.0,-20000.0,","-2016.0,-4783.33,-281.51,-5200.0,","27100.0,27200.0,26900.0,26800.0,","27700.0,27900.0,27200.0,27300.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
242,BANKNIFTY_03-01-2019_15:32.csv,26930.9,0.4285524421309115,"27500.0,27300.0,27200.0,27100.0,","26900.0,26800.0,26700.0,26500.0,","-40100.0,-117600.0,-186900.0,-286200.0,","-52800.0,-29200.0,-15800.0,-7300.0,","27100.0,27300.0,26900.0,26800.0,","27700.0,27900.0,27000.0,27100.0,","100.0,100.0,100.0,100.0,","100.0,100.0,100.0,100.0,"
243,BANKNIFTY_04-01-2019_09:30.csv,27036.6,0.6151990610085528,"27500.0,28000.0,27200.0,27300.0,","27000.0,26500.0,26000.0,26800.0,","13.25,0.94,14.01,14.3,","-17.07,-24.05,-29.36,-18.12,","27300.0,27500.0,26800.0,26900.0,","27900.0,28700.0,25000.0,25500.0,","68.03,83.97,56.43,60.34,","51.43,69.23,81.9,58.96,"
244,BANKNIFTY_04-01-2019_10:00.csv,26990.15,0.6039595905809964,"27500.0,27200.0,27300.0,28000.0,","26500.0,26800.0,26000.0,26700.0,","-8.31,0.8,-1.6,-38.16,","-22.42,-11.98,-34.51,-15.51,","27200.0,27500.0,26800.0,26700.0,","26700.0,25400.0,25000.0,29000.0,","70.27,58.42,62.39,85.6,","68.52,57.55,81.93,61.35,"
