,name,curprice,pcr,resistance,support,CallChngInLTP,PutChngInLTP,CoiMaxAdd,CoiMaxExit,callprob,putprob
242,GRASIM_23-05-2019_09:00.csv,860.9,0.4734151329243354,"900.0,980.0,880.0,1000.0,","820.0,800.0,860.0,840.0,","nan,nan,nan,nan,","nan,nan,nan,nan,","720.0,740.0,720.0,740.0,","720.0,1030.0,720.0,1030.0,","71.59,100.0,60.53,96.18,","71.97,81.18,50.51,61.93,"
243,GRASIM_23-05-2019_09:15.csv,860.9,0.4734151329243354,"900.0,980.0,880.0,1000.0,","820.0,800.0,860.0,840.0,","nan,nan,nan,nan,","nan,nan,nan,nan,","720.0,740.0,720.0,740.0,","720.0,1030.0,720.0,1030.0,","71.59,100.0,60.53,96.18,","71.97,81.18,50.51,61.93,"
244,GRASIM_23-05-2019_09:30.csv,874.4,0.4720244150559512,"900.0,980.0,880.0,1000.0,","820.0,860.0,800.0,840.0,","24.29,nan,22.28,nan,","-105.0,-52.93,-245.28,-60.57,","900.0,520.0,860.0,520.0,","880.0,520.0,520.0,850.0,","64.01,100.0,53.05,100.0,","80.09,58.85,90.07,69.97,"
245,GRASIM_23-05-2019_09:45.csv,871.25,0.474059003051882,"900.0,980.0,880.0,1000.0,","820.0,860.0,800.0,840.0,","-17.54,nan,-3.75,nan,","-105.0,-52.93,-245.28,-53.7,","900.0,890.0,830.0,840.0,","860.0,880.0,880.0,520.0,","68.28,100.0,55.83,100.0,","79.5,57.31,89.78,68.57,"
246,GRASIM_23-05-2019_10:04.csv,875.5,0.4757575757575758,"900.0,880.0,980.0,1000.0,","820.0,860.0,800.0,840.0,","-13.08,-3.75,nan,nan,","-96.58,-137.6,-289.36,-180.14,","900.0,880.0,860.0,830.0,","870.0,860.0,870.0,880.0,","66.68,53.3,100.0,100.0,","79.31,62.17,90.35,75.07,"
247,GRASIM_23-05-2019_10:15.csv,877.3,0.4726720647773279,"900.0,880.0,980.0,1000.0,","820.0,860.0,800.0,840.0,","-30.73,-15.28,nan,nan,","-96.58,-171.23,-325.58,-216.0,","900.0,880.0,840.0,830.0,","870.0,860.0,870.0,820.0,","67.36,52.11,100.0,100.0,","80.54,65.19,91.27,78.4,"
248,GRASIM_23-05-2019_10:30.csv,874.4,0.4654654654654655,"900.0,980.0,880.0,1000.0,","820.0,860.0,800.0,840.0,","-4.69,-350.0,5.68,nan,","-441.51,-160.18,-381.58,-163.33,","900.0,940.0,830.0,860.0,","870.0,860.0,870.0,820.0,","67.65,100.0,53.83,100.0,","87.19,62.1,91.34,76.14,"
249,GRASIM_23-05-2019_10:45.csv,883.5,0.4642147117296223,"900.0,980.0,1000.0,920.0,","820.0,860.0,800.0,840.0,","18.79,-350.0,nan,8.33,","-441.51,-161.36,-315.91,-229.17,","900.0,940.0,860.0,850.0,","870.0,860.0,870.0,820.0,","60.5,97.68,100.0,73.01,","89.41,67.78,92.74,79.85,"
250,GRASIM_23-05-2019_11:00.csv,875.25,0.4654654654654655,"900.0,980.0,880.0,1000.0,","820.0,800.0,860.0,840.0,","2.55,-350.0,17.33,nan,","-441.51,-315.91,-161.36,-203.85,","900.0,940.0,840.0,880.0,","870.0,860.0,870.0,820.0,","65.39,98.54,53.23,100.0,","86.13,89.77,61.68,75.67,"
251,GRASIM_23-05-2019_11:15.csv,875.4,0.4646061814556331,"900.0,980.0,880.0,1000.0,","820.0,800.0,860.0,840.0,","-0.75,-350.0,2.12,nan,","-441.51,-315.91,-101.05,-150.0,","900.0,940.0,840.0,880.0,","870.0,860.0,870.0,820.0,","66.7,98.09,53.32,100.0,","87.68,90.88,61.55,76.08,"
