,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
29,616275,280800,128574,-,65.15,-10.00,150,64.95,65.30,75,11100.00,3075,6.30,6.40,1350,-16.00,6.35,-,503216,2492175,4159575
30,1653075,949650,244240,-,31.85,-10.15,675,31.60,31.90,75,11150.00,75,21.30,21.50,375,-16.75,21.45,-,292256,1546050,2168625
31,4326900,2507625,612844,-,12.70,-12.35,375,12.70,12.80,375,11200.00,450,48.05,48.45,75,-13.75,48.40,-,212492,504300,1552575
32,3494400,2221575,424378,-,2.80,-10.60,750,2.80,2.85,300,11250.00,75,83.90,84.85,150,-10.15,84.55,-,26903,-70575,219075
33,4747500,1380000,360992,-,0.60,-6.60,41250,0.55,0.60,28275,11300.00,75,127.95,129.00,825,-9.30,129.00,-,35519,12600,507975
34,1555800,366225,83423,-,0.15,-3.30,309900,0.10,0.15,105300,11350.00,225,176.65,180.20,75,-16.05,170.00,-,1654,3975,55125
35,2806050,640725,59903,-,0.05,-1.95,2661075,0.05,0.10,240900,11400.00,150,225.05,226.70,75,-4.45,225.25,-,3189,-54150,53850
36,412200,6150,6424,-,0.05,-1.20,217950,0.05,0.10,54750,11450.00,75,276.35,279.35,75,-8.50,277.00,-,105,-1725,12000
37,1752900,107625,19303,-,0.05,-0.80,672450,0.05,0.10,52875,11500.00,300,324.10,326.25,150,-0.05,325.35,-,802,-4650,64875
38,291375,-28875,2024,-,0.05,-0.65,56775,0.05,0.10,40950,11550.00,75,375.40,378.95,75,13.05,389.50,-,295,-12525,20400
39,977325,86850,8077,-,0.05,-0.50,178800,0.05,0.10,179775,11600.00,300,424.25,427.10,75,-1.55,423.40,-,1462,-25200,57150
40,250800,14550,2490,-,0.05,-0.45,-,-,0.05,300,11650.00,150,475.00,480.75,75,-12.90,478.20,-,23,-1200,4800
41,688650,-10650,6391,-,0.10,-0.30,-,-,0.05,6150,11700.00,75,524.70,529.25,75,-10.35,520.10,-,235,-4425,11325
42,177150,-4575,1193,-,0.05,-0.30,-,-,0.10,4575,11750.00,150,572.10,581.40,75,72.00,575.00,-,5,-150,12525
43,491100,-6450,1707,-,0.05,-0.30,-,-,0.05,209475,11800.00,150,628.20,635.55,75,-6.80,634.95,-,137,-,22350
44,39975,-300,131,-,0.05,-0.40,-,-,0.05,450,11850.00,75,673.45,683.50,75,-,-,-,-,-,450
45,247875,-17175,584,-,0.05,-0.30,-,-,0.05,188400,11900.00,75,720.90,750.55,75,9.60,717.55,-,1,-,450
46,13275,-,-,-,-,-,-,-,0.10,300,11950.00,75,770.90,800.40,75,-,-,-,-,-,-
47,1131900,41775,3941,-,0.05,-0.20,-,-,0.05,684675,12000.00,75,822.00,826.60,75,-7.10,816.10,-,6,-,1575
48,2550,750,10,-,0.15,-0.20,75,0.05,0.10,3600,12050.00,75,773.60,1034.95,75,-,-,-,-,-,-
49,197700,-75,5,-,0.05,-0.15,-,-,0.05,8775,12100.00,75,817.45,1042.05,75,-,-,-,-,-,-
50,975,-,5,-,0.05,-0.35,1500,0.05,0.15,2100,12150.00,4950,824.65,1149.95,4950,-,-,-,-,-,-
51,78075,-,-,-,-,-,-,-,0.05,26775,12200.00,75,907.25,1160.80,75,-,-,-,-,-,-
52,2775,-,-,-,-,-,-,-,0.15,2100,12250.00,4950,910.95,1266.00,4950,-,-,-,-,-,-
53,143775,-675,10,-,0.05,-0.15,-,-,0.05,55275,12300.00,75,997.75,1260.90,75,-,-,-,-,-,-
54,300,-,-,-,-,-,-,-,0.15,300,12350.00,4950,996.45,1381.20,4950,-,-,-,-,-,-
55,57675,-,48,-,0.05,-0.10,-,-,0.05,6825,12400.00,75,1088.35,1373.50,75,-,-,-,-,-,-
56,-,-,-,-,-,-,-,-,0.20,75,12450.00,4950,1081.10,1497.20,4950,-,-,-,-,-,-
57,144450,-,28,-,0.05,-0.10,-,-,0.05,6525,12500.00,75,1179.25,1524.80,75,-,-,-,-,-,-
58,825,-,-,-,-,-,-,-,0.15,375,12550.00,4950,1167.30,1612.50,4950,-,-,-,-,-,-
59,-,-,-,-,-,-,-,-,0.20,3000,12600.00,4950,1250.15,1624.85,4950,-,-,-,-,-,-
60,3075,-,-,-,-,-,-,-,0.15,375,12650.00,4950,1252.85,1727.70,4950,-,-,-,-,-,-
61,-,-,-,-,-,-,-,-,0.20,3000,12700.00,4950,1350.15,1724.85,4950,-,-,-,-,-,-
62,-,-,-,-,-,-,-,-,0.20,3000,12750.00,4950,1338.45,1843.40,4950,-,-,-,-,-,-
63,-,-,-,-,-,-,-,-,0.20,3000,12800.00,4950,1450.15,1824.85,4950,-,-,-,-,-,-
64,-,-,-,-,-,-,-,-,0.15,75,12850.00,4950,1423.85,1958.95,4950,-,-,-,-,-,-
65,-,-,-,-,-,-,-,-,0.15,75,12900.00,2025,1550.10,1924.85,4950,-,-,-,-,-,-
66,-,-,-,-,-,-,-,-,0.15,75,12950.00,4950,1509.35,2074.45,4950,-,-,-,-,-,-
67,450,-,-,-,-,-,-,-,0.15,75,13000.00,2025,1650.10,2024.85,4950,-,-,-,-,-,-
68,300,-75,5,-,0.05,-0.40,225,0.05,0.15,75,13050.00,4950,1594.85,2190.15,4950,-,-,-,-,-,-
69,150,-,214,-,0.05,-0.10,-,-,0.10,75,13100.00,75,1750.15,2124.75,75,-,-,-,-,-,-
70,-,-,404,-,0.05,-0.15,-,-,0.15,150,13150.00,4950,1679.60,2305.50,4950,-,-,-,-,-,-
71,225,-,2179,-,0.10,-,-,-,0.10,9000,13200.00,75,1850.15,2224.85,75,-,-,-,-,-,-
72,1575,-,8,-,0.05,-0.30,-,-,0.05,750,13250.00,4950,1765.70,2421.25,4950,-,-,-,-,-,-
73,7125,-,2808,-,0.05,-0.15,-,-,0.10,4500,13300.00,2025,1950.10,2324.90,2025,-,-,-,-,-,-
