,CallOI,CallChnginOI,CallVolume,CallIV,CallLTP,CallNetChng,CallBidQty,CallBidPrice,CallAskPrice,CallAskQty,StrikePrice,PutBidQty,PutBidPrice,PutAskPrice,PutAskQty,PutNetChng,PutLTP,PutIV,PutVolume,PutChnginOI,PutOI
20,31800,21680,4630,43.03,515.00,-56.25,60,509.80,512.90,20,29000.00,20,897.70,902.60,20,-38.95,902.00,44.16,487,3260,10920
21,3960,2980,669,42.95,466.45,-49.30,100,465.70,469.15,40,29100.00,20,935.30,971.65,20,-,-,-,-,-,-
22,3540,2440,273,43.08,439.75,-35.30,20,424.70,429.40,20,29200.00,20,989.60,1025.35,20,26.35,1026.30,44.29,34,580,1060
23,3140,2340,365,42.48,390.10,-52.05,80,387.20,391.40,80,29300.00,400,1054.60,1092.30,20,595.05,1058.75,40.52,25,480,480
24,2580,2580,343,41.86,353.50,-955.60,40,351.90,355.90,60,29400.00,20,1109.95,1164.15,20,396.65,1097.70,40.14,7,60,120
25,31560,20560,3109,41.73,321.35,-60.80,180,319.85,323.05,20,29500.00,80,1178.30,1213.75,20,-44.05,1205.00,44.06,172,3220,6980
26,1180,1180,91,41.89,291.40,-895.70,40,286.95,293.45,40,29600.00,20,1239.60,1319.55,40,675.80,1250.00,40.86,21,400,400
27,680,420,39,41.29,260.00,-203.60,40,259.35,265.80,60,29700.00,100,1294.15,1385.10,100,-,-,-,-,-,20
28,480,240,49,40.07,222.85,-66.05,40,232.55,238.45,40,29800.00,100,1357.45,1434.15,20,222.60,1425.00,42.85,5,60,420
29,-,-,4,40.67,208.20,-809.35,40,208.80,215.15,20,29900.00,100,1443.70,1535.40,100,784.20,1485.00,41.49,9,140,140
30,70280,34740,6161,40.85,187.95,-55.10,60,187.50,189.40,20,30000.00,20,1544.85,1573.40,20,127.70,1548.70,40.15,116,2040,5080
31,-,-,-,-,-,-,20,130.00,204.90,200,30100.00,500,1550.00,1737.70,2400,826.70,1621.00,39.31,5,100,100
32,-,-,-,-,-,-,20,104.00,194.90,200,30200.00,2400,1624.50,1800.00,20,-,-,-,-,-,20
33,-,-,-,-,-,-,500,107.10,174.90,300,30300.00,2400,1706.35,1904.45,20,-,-,-,-,-,20
34,20,-,-,-,-,-,-,-,140.00,260,30400.00,2400,1799.00,2001.30,2400,-,-,-,-,-,-
35,11720,8200,801,40.75,109.80,-45.75,40,107.25,108.95,40,30500.00,100,1958.90,2049.75,20,-51.00,1949.00,37.56,26,120,200
36,60,20,5,40.18,93.05,-60.95,20,86.00,110.95,20,30600.00,420,1967.50,2176.15,2400,-,-,-,-,-,-
37,220,-,-,-,-,-,-,-,105.00,680,30700.00,2400,2050.65,2261.95,2400,-,-,-,-,-,-
38,60,-,-,-,-,-,-,-,110.00,1000,30800.00,2400,2139.95,2353.75,2400,-,-,-,-,-,-
39,20,-,-,-,-,-,60,64.95,93.75,80,30900.00,2400,2224.35,2443.45,2400,-,-,-,-,-,-
40,29300,7920,1575,41.46,63.30,-36.25,40,62.65,63.70,60,31000.00,20,2372.60,2551.70,20,-,-,-,-,-,-
41,-,-,-,-,-,-,20,54.50,62.95,80,31100.00,2400,2409.95,2651.55,2400,-,-,-,-,-,-
42,100,-20,3,44.58,68.70,-31.25,60,45.00,65.00,80,31200.00,400,2494.10,2746.90,2400,-,-,-,-,-,-
43,-,-,-,-,-,-,500,25.05,63.90,40,31300.00,2400,2581.50,2846.40,2400,-,-,-,-,-,-
44,2100,-,-,-,-,-,-,-,58.00,2000,31400.00,400,2668.80,2946.35,2400,-,-,-,-,-,-
45,12580,2600,700,42.08,33.30,-26.15,40,33.35,35.00,1620,31500.00,20,2841.10,3026.25,20,-,-,-,-,-,-
46,80,-,-,-,-,-,-,-,46.00,2000,31600.00,400,2850.50,3154.10,2400,-,-,-,-,-,-
47,80,-,-,-,-,-,-,-,40.00,720,31700.00,400,1872.45,3536.20,400,-,-,-,-,-,-
48,-,-,-,-,-,-,33060,3.05,-,-,31800.00,1000,1850.00,3636.45,2460,-,-,-,-,-,-
49,-,-,-,-,-,-,35560,3.05,-,-,31900.00,2460,1950.05,3748.85,2460,-,-,-,-,-,-
50,31640,-5860,971,43.64,22.00,-18.80,40,21.60,22.00,260,32000.00,100,3318.90,3451.95,100,715.40,3504.80,65.05,3,-,60
51,3540,2180,222,44.32,21.00,-11.60,100,20.50,21.00,100,32100.00,2460,3243.35,3949.40,400,-,-,-,-,-,-
